사고발생_년도,사고발생_월,사고발생_일,사고발생_시간,자치구명,행정동,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고세부유형,법규위반,큰도로형태,세부도로형태,가해운전자 상해정도,피해운전자 상해정도
2014년,3월,3일,00시,강서구,화곡동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2014년,3월,3일,23시,송파구,문정동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2014년,3월,4일,00시,서대문구,영천동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2014년,3월,4일,05시,동작구,상도동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2014년,3월,4일,22시,강동구,암사동,중상사고,0,2,0,0,횡단중,신호위반,교차로,교차로안,상해없음,중상
2014년,3월,4일,23시,금천구,독산동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2014년,3월,5일,03시,노원구,하계동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,5일,22시,광진구,구의동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,5일,22시,영등포구,양화동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,5일,22시,성북구,하월곡동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로안,상해없음,경상
2014년,3월,6일,00시,서대문구,홍제동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,6일,00시,성북구,안암동5가,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2014년,3월,6일,05시,강남구,대치동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2014년,3월,6일,06시,종로구,숭인동,부상신고사고,0,0,0,1,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,부상신고
2014년,3월,7일,01시,마포구,서교동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2014년,3월,7일,22시,강북구,미아동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,기타불명,중상
2014년,3월,7일,22시,영등포구,여의도동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로부근,상해없음,중상
2014년,3월,8일,00시,마포구,동교동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2014년,3월,8일,00시,중랑구,망우동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,8일,01시,성동구,도선동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2014년,3월,9일,00시,성북구,동소문동1가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,9일,00시,영등포구,대림동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2014년,3월,9일,03시,성북구,장위동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도부근,상해없음,중상
2014년,3월,9일,03시,양천구,목동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,중상
2014년,3월,9일,04시,금천구,독산동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,기타불명,경상
2014년,3월,9일,05시,용산구,한남동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로부근,상해없음,중상
2014년,3월,9일,22시,중구,신당동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,9일,22시,구로구,구로동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2014년,3월,9일,23시,서대문구,홍제동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2014년,3월,10일,06시,용산구,이태원동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,10일,22시,광진구,화양동,경상사고,0,0,2,0,횡단중,보행자보호의무위반,단일로,횡단보도상,경상,경상
2014년,3월,11일,00시,은평구,갈현동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2014년,3월,11일,02시,강동구,둔촌동,부상신고사고,0,0,0,2,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2014년,3월,11일,04시,서대문구,북가좌동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,11일,22시,중구,을지로6가,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2014년,3월,12일,01시,종로구,종로2가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,13일,00시,종로구,종로3가,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,13일,02시,성북구,정릉동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2014년,3월,13일,04시,강북구,미아동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2014년,3월,14일,01시,광진구,자양동,경상사고,0,0,2,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,경상
2014년,3월,14일,01시,서초구,서초동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,14일,05시,마포구,서교동,경상사고,0,0,1,0,차도통행중,신호위반,교차로,교차로부근,기타불명,경상
2014년,3월,14일,06시,서초구,잠원동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,기타불명,경상
2014년,3월,14일,22시,구로구,구로동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2014년,3월,14일,22시,강남구,대치동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2014년,3월,14일,23시,성동구,성수동2가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,14일,23시,강남구,개포동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,중상
2014년,3월,15일,22시,양천구,신월동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,횡단보도부근,상해없음,경상
2014년,3월,15일,22시,양천구,목동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도부근,상해없음,중상
2014년,3월,15일,23시,용산구,이태원동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,기타불명,경상
2014년,3월,15일,23시,노원구,상계동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2014년,3월,16일,02시,금천구,시흥동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,16일,02시,양천구,신정동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,상해없음,중상
2014년,3월,16일,04시,송파구,방이동,중상사고,0,1,0,0,차도통행중,안전운전불이행,교차로,교차로안,상해없음,중상
2014년,3월,16일,22시,성동구,마장동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로부근,상해없음,중상
2014년,3월,17일,06시,노원구,하계동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2014년,3월,17일,22시,중랑구,중화동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2014년,3월,17일,23시,강북구,미아동,중상사고,0,2,1,0,차도통행중,안전운전불이행,단일로,횡단보도상,경상,중상
2014년,3월,18일,01시,강서구,화곡동,경상사고,0,0,1,0,횡단중,안전운전불이행,기타,기타,기타불명,경상
2014년,3월,18일,05시,영등포구,도림동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2014년,3월,18일,06시,금천구,독산동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,횡단보도부근,상해없음,중상
2014년,3월,18일,22시,서초구,서초동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2014년,3월,18일,23시,은평구,수색동,중상사고,0,2,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,19일,04시,마포구,서교동,중상사고,0,1,0,0,차도통행중,안전운전불이행,기타,기타,상해없음,중상
2014년,3월,19일,05시,송파구,신천동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2014년,3월,19일,23시,성북구,정릉동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2014년,3월,19일,23시,강북구,번동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,경상
2014년,3월,20일,00시,강북구,번동,사망사고,1,0,0,0,횡단중,과속,교차로,교차로부근,상해없음,사망
2014년,3월,20일,04시,금천구,독산동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,20일,05시,종로구,창신동,중상사고,0,1,0,0,횡단중,중앙선침범,단일로,횡단보도상,상해없음,중상
2014년,3월,20일,06시,금천구,독산동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,상해없음,중상
2014년,3월,20일,22시,관악구,봉천동,경상사고,0,0,1,0,횡단중,신호위반,단일로,기타,상해없음,경상
2014년,3월,20일,22시,강남구,논현동,사망사고,1,0,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,사망
2014년,3월,20일,22시,강남구,청담동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2014년,3월,20일,23시,관악구,봉천동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2014년,3월,21일,00시,강남구,역삼동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2014년,3월,21일,01시,중구,황학동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로부근,상해없음,중상
2014년,3월,21일,03시,영등포구,영등포동4가,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2014년,3월,21일,05시,종로구,종로5가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2014년,3월,21일,05시,중랑구,면목동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,기타불명,중상
2014년,3월,21일,22시,마포구,동교동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로부근,기타불명,경상
2014년,3월,21일,23시,서대문구,홍제동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2014년,3월,21일,23시,성동구,성수동2가,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2014년,3월,22일,00시,중구,남대문로5가,경상사고,0,0,1,0,횡단중,안전운전불이행,기타,기타,상해없음,경상
2014년,3월,22일,00시,강남구,역삼동,중상사고,0,2,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,22일,00시,강남구,일원동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,22일,06시,용산구,이태원동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2014년,3월,22일,22시,성북구,장위동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2014년,3월,23일,00시,성북구,석관동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2014년,3월,23일,04시,강남구,청담동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2014년,3월,23일,05시,양천구,신월동,중상사고,0,1,0,0,횡단중,안전운전불이행,기타,기타,상해없음,중상
2014년,3월,24일,06시,서대문구,홍제동,부상신고사고,0,0,0,1,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,부상신고
2014년,3월,25일,00시,중구,충무로1가,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2014년,3월,25일,22시,강남구,대치동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2014년,3월,26일,00시,강서구,염창동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,26일,06시,영등포구,영등포동,중상사고,0,1,0,0,횡단중,신호위반,단일로,횡단보도부근,상해없음,중상
2014년,3월,26일,06시,노원구,상계동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,26일,22시,동대문구,장안동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로안,상해없음,경상
2014년,3월,26일,23시,강남구,청담동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,경상
2014년,3월,27일,00시,서초구,방배동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,27일,06시,서대문구,북가좌동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2014년,3월,27일,23시,성북구,장위동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,중상
2014년,3월,28일,00시,양천구,신정동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2014년,3월,28일,23시,서초구,반포동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도부근,상해없음,중상
2014년,3월,29일,00시,서초구,방배동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로부근,기타불명,경상
2014년,3월,29일,22시,동대문구,휘경동,중상사고,0,2,1,0,횡단중,신호위반,교차로,교차로안,상해없음,경상
2014년,3월,29일,22시,도봉구,방학동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2014년,3월,29일,23시,광진구,중곡동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로안,상해없음,중상
2014년,3월,29일,23시,성동구,도선동,중상사고,0,1,1,0,횡단중,신호위반,단일로,횡단보도상,상해없음,경상
2014년,3월,30일,00시,서대문구,북가좌동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2014년,3월,30일,00시,강서구,공항동,사망사고,2,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
